   101.23420715332031       0.17383180558681488              500           7
   0.12176379D-02   0.17253241D+00  -0.19999999D+11  -0.12547010D+00  -0.19999999D+11 1 0
   0.12575604D-02   0.17245063D+00  -0.19999999D+11  -0.12960467D+00  -0.19999999D+11 1 0
   0.12974830D-02   0.17236594D+00  -0.19999999D+11  -0.13374127D+00  -0.19999999D+11 1 0
   0.13374055D-02   0.17227834D+00  -0.19999999D+11  -0.13787997D+00  -0.19999999D+11 1 0
   0.13773281D-02   0.17218783D+00  -0.19999999D+11  -0.14202082D+00  -0.19999999D+11 1 0
   0.14172506D-02   0.17209439D+00  -0.19999999D+11  -0.14616392D+00  -0.19999999D+11 1 0
   0.14571732D-02   0.17199803D+00  -0.19999999D+11  -0.15030931D+00  -0.19999999D+11 1 0
   0.14970957D-02   0.17189874D+00  -0.19999999D+11  -0.15445706D+00  -0.19999999D+11 1 0
   0.15370183D-02   0.17179652D+00  -0.19999999D+11  -0.15860726D+00  -0.19999999D+11 1 0
   0.15769408D-02   0.17169135D+00  -0.19999999D+11  -0.16275996D+00  -0.19999999D+11 1 0
   0.16168634D-02   0.17158323D+00  -0.19999999D+11  -0.16691524D+00  -0.19999999D+11 1 0
   0.16567859D-02   0.17147216D+00  -0.19999999D+11  -0.17107316D+00  -0.19999999D+11 1 0
   0.16967085D-02   0.17135814D+00  -0.19999999D+11  -0.17523380D+00  -0.19999999D+11 1 0
   0.17366310D-02   0.17124114D+00  -0.19999999D+11  -0.17939723D+00  -0.19999999D+11 1 0
   0.17765536D-02   0.17112117D+00  -0.19999999D+11  -0.18356351D+00  -0.19999999D+11 1 0
   0.18164761D-02   0.17099823D+00  -0.19999999D+11  -0.18773273D+00  -0.19999999D+11 1 0
   0.18563987D-02   0.17087230D+00  -0.19999999D+11  -0.19190495D+00  -0.19999999D+11 1 0
   0.18963212D-02   0.17074338D+00  -0.19999999D+11  -0.19608024D+00  -0.19999999D+11 1 0
   0.19362438D-02   0.17061145D+00  -0.19999999D+11  -0.20025869D+00  -0.19999999D+11 1 0
   0.19761663D-02   0.17047653D+00  -0.19999999D+11  -0.20444036D+00  -0.20000000D+11 1 0
   0.20160889D-02   0.17033858D+00  -0.19999999D+11  -0.20862532D+00  -0.20000000D+11 1 0
   0.20560114D-02   0.17019762D+00  -0.19999999D+11  -0.21281366D+00  -0.20000000D+11 1 0
   0.20959340D-02   0.17005362D+00  -0.19999999D+11  -0.21700544D+00  -0.20000000D+11 1 0
   0.21358565D-02   0.16990659D+00  -0.20000000D+11  -0.22120075D+00  -0.20000000D+11 1 0
   0.21757791D-02   0.16975652D+00  -0.20000000D+11  -0.22539965D+00  -0.20000000D+11 1 0
   0.22157016D-02   0.16960338D+00  -0.20000000D+11  -0.22960223D+00  -0.20000000D+11 1 0
   0.22556242D-02   0.16944719D+00  -0.20000000D+11  -0.23380856D+00  -0.20000000D+11 1 0
   0.22955467D-02   0.16928792D+00  -0.20000000D+11  -0.23801873D+00  -0.20000000D+11 1 0
   0.23354693D-02   0.16912558D+00  -0.20000000D+11  -0.24223280D+00  -0.20000000D+11 1 0
   0.23753918D-02   0.16896014D+00  -0.20000000D+11  -0.24645087D+00  -0.20000000D+11 1 0
   0.24153144D-02   0.16879161D+00  -0.20000000D+11  -0.25067301D+00  -0.20000000D+11 1 0
   0.24552369D-02   0.16861997D+00  -0.20000000D+11  -0.25489930D+00  -0.20000000D+11 1 0
   0.24951595D-02   0.16844520D+00  -0.20000000D+11  -0.25912982D+00  -0.20000000D+11 1 0
   0.25350821D-02   0.16826732D+00  -0.20000000D+11  -0.26336466D+00  -0.20000000D+11 1 0
   0.25750046D-02   0.16808629D+00  -0.20000000D+11  -0.26760389D+00  -0.20000000D+11 1 0
   0.26149272D-02   0.16790211D+00  -0.20000000D+11  -0.27184761D+00  -0.20000000D+11 1 0
   0.26548497D-02   0.16771477D+00  -0.20000000D+11  -0.27609589D+00  -0.20000000D+11 1 0
   0.26947723D-02   0.16752427D+00  -0.20000000D+11  -0.28034883D+00  -0.20000000D+11 1 0
   0.27346948D-02   0.16733058D+00  -0.20000000D+11  -0.28460651D+00  -0.20000000D+11 1 0
   0.27746174D-02   0.16713370D+00  -0.20000000D+11  -0.28886901D+00  -0.20000000D+11 1 0
   0.28145399D-02   0.16693361D+00  -0.20000000D+11  -0.29313642D+00  -0.20000000D+11 1 0
   0.28544625D-02   0.16673031D+00  -0.20000000D+11  -0.29740884D+00  -0.20000000D+11 1 0
   0.28943850D-02   0.16652378D+00  -0.20000000D+11  -0.30168635D+00  -0.20000000D+11 1 0
   0.29343076D-02   0.16631401D+00  -0.20000000D+11  -0.30596904D+00  -0.20000000D+11 1 0
   0.29742301D-02   0.16610098D+00  -0.20000000D+11  -0.31025700D+00  -0.20000000D+11 1 0
   0.30141527D-02   0.16588469D+00  -0.20000000D+11  -0.31455033D+00  -0.20000000D+11 1 0
   0.30540752D-02   0.16566512D+00  -0.20000000D+11  -0.31884912D+00  -0.20000000D+11 1 0
   0.30939978D-02   0.16544226D+00  -0.20000000D+11  -0.32315347D+00  -0.20000000D+11 1 0
   0.31339203D-02   0.16521609D+00  -0.20000000D+11  -0.32746346D+00  -0.20000000D+11 1 0
   0.31738429D-02   0.16498660D+00  -0.20000000D+11  -0.33177920D+00  -0.20000000D+11 1 0
   0.32137654D-02   0.16475378D+00  -0.20000000D+11  -0.33610079D+00  -0.20000000D+11 1 0
   0.32536880D-02   0.16451762D+00  -0.20000000D+11  -0.34042832D+00  -0.20000000D+11 1 0
   0.32936105D-02   0.16427808D+00  -0.20000000D+11  -0.34476189D+00  -0.20000000D+11 1 0
   0.33335331D-02   0.16403517D+00  -0.20000000D+11  -0.34910161D+00  -0.20000000D+11 1 0
   0.33734556D-02   0.16378887D+00  -0.20000000D+11  -0.35344758D+00  -0.20000000D+11 1 0
   0.34133782D-02   0.16353916D+00  -0.20000000D+11  -0.35779989D+00  -0.20000000D+11 1 0
   0.34533007D-02   0.16328602D+00  -0.20000000D+11  -0.36215867D+00  -0.20000000D+11 1 0
   0.34932233D-02   0.16302945D+00  -0.20000000D+11  -0.36652400D+00  -0.20000000D+11 1 0
   0.35331458D-02   0.16276941D+00  -0.20000000D+11  -0.37089600D+00  -0.20000000D+11 1 0
   0.35730684D-02   0.16250591D+00  -0.20000000D+11  -0.37527478D+00  -0.20000000D+11 1 0
   0.36129909D-02   0.16223891D+00  -0.20000000D+11  -0.37966045D+00  -0.20000000D+11 1 0
   0.36529135D-02   0.16196840D+00  -0.20000000D+11  -0.38405312D+00  -0.20000000D+11 1 0
   0.36928360D-02   0.16169437D+00  -0.20000000D+11  -0.38845291D+00  -0.20000000D+11 1 0
   0.37327586D-02   0.16141679D+00  -0.20000000D+11  -0.39285992D+00  -0.20000000D+11 1 0
   0.37726811D-02   0.16113565D+00  -0.20000000D+11  -0.39727428D+00  -0.20000000D+11 1 0
   0.38126037D-02   0.16085093D+00  -0.20000000D+11  -0.40169610D+00  -0.20000000D+11 1 0
   0.38525262D-02   0.16056260D+00  -0.20000000D+11  -0.40612550D+00  -0.20000000D+11 1 0
   0.38924488D-02   0.16027066D+00  -0.20000000D+11  -0.41056260D+00  -0.20000000D+11 1 0
   0.39323713D-02   0.15997508D+00  -0.20000000D+11  -0.41500754D+00  -0.20000000D+11 1 0
   0.39722939D-02   0.15967583D+00  -0.20000000D+11  -0.41946042D+00  -0.20000000D+11 1 0
   0.40122164D-02   0.15937290D+00  -0.20000000D+11  -0.42392138D+00  -0.20000000D+11 1 0
   0.40521390D-02   0.15906627D+00  -0.20000000D+11  -0.42839054D+00  -0.20000000D+11 1 0
   0.40920615D-02   0.15875592D+00  -0.20000000D+11  -0.43286804D+00  -0.20000000D+11 1 0
   0.41319841D-02   0.15844182D+00  -0.20000000D+11  -0.43735400D+00  -0.20000000D+11 1 0
   0.41719067D-02   0.15812395D+00  -0.20000000D+11  -0.44184857D+00  -0.20000000D+11 1 0
   0.42118292D-02   0.15780228D+00  -0.20000000D+11  -0.44635188D+00  -0.20000000D+11 1 0
   0.42517518D-02   0.15747681D+00  -0.20000000D+11  -0.45086406D+00  -0.20000000D+11 1 0
   0.42916743D-02   0.15714749D+00  -0.20000000D+11  -0.45538525D+00  -0.20000000D+11 1 0
   0.43315969D-02   0.15681431D+00  -0.20000000D+11  -0.45991561D+00  -0.20000000D+11 1 0
   0.43715194D-02   0.15647724D+00  -0.20000000D+11  -0.46445527D+00  -0.20000000D+11 1 0
   0.44114420D-02   0.15613626D+00  -0.20000000D+11  -0.46900437D+00  -0.20000000D+11 1 0
   0.44513645D-02   0.15579134D+00  -0.20000000D+11  -0.47356308D+00  -0.20000000D+11 1 0
   0.44912871D-02   0.15544245D+00  -0.20000000D+11  -0.47813154D+00  -0.20000000D+11 1 0
   0.45312096D-02   0.15508957D+00  -0.20000000D+11  -0.48270991D+00  -0.20000000D+11 1 0
   0.45711322D-02   0.15473268D+00  -0.20000000D+11  -0.48729833D+00  -0.20000000D+11 1 0
   0.46110547D-02   0.15437173D+00  -0.20000000D+11  -0.49189698D+00  -0.20000000D+11 1 0
   0.46509773D-02   0.15400671D+00  -0.20000000D+11  -0.49650602D+00  -0.20000000D+11 1 0
   0.46908998D-02   0.15363758D+00  -0.20000000D+11  -0.50112561D+00  -0.20000000D+11 1 0
   0.47308224D-02   0.15326432D+00  -0.20000000D+11  -0.50575591D+00  -0.20000000D+11 1 0
   0.47707449D-02   0.15288689D+00  -0.20000000D+11  -0.51039710D+00  -0.20000000D+11 1 0
   0.48106675D-02   0.15250527D+00  -0.20000000D+11  -0.51504936D+00  -0.20000000D+11 1 0
   0.48505900D-02   0.15211942D+00  -0.20000000D+11  -0.51971286D+00  -0.20000000D+11 1 0
   0.48905126D-02   0.15172931D+00  -0.20000000D+11  -0.52438777D+00  -0.20000000D+11 1 0
   0.49304351D-02   0.15133490D+00  -0.20000000D+11  -0.52907430D+00  -0.20000000D+11 1 0
   0.49703577D-02   0.15093617D+00  -0.20000000D+11  -0.53377261D+00  -0.20000000D+11 1 0
   0.50102802D-02   0.15053308D+00  -0.20000000D+11  -0.53848290D+00  -0.20000000D+11 1 0
   0.50502028D-02   0.15012560D+00  -0.20000000D+11  -0.54320538D+00  -0.20000000D+11 1 0
   0.50901253D-02   0.14971368D+00  -0.20000000D+11  -0.54794022D+00  -0.20000000D+11 1 0
   0.51300479D-02   0.14929729D+00  -0.20000000D+11  -0.55268765D+00  -0.20000000D+11 1 0
   0.51699704D-02   0.14887640D+00  -0.20000000D+11  -0.55744785D+00  -0.20000000D+11 1 0
   0.52098930D-02   0.14845096D+00  -0.20000000D+11  -0.56222104D+00  -0.20000000D+11 1 0
   0.52498155D-02   0.14802094D+00  -0.20000000D+11  -0.56700744D+00  -0.20000000D+11 1 0
   0.52897381D-02   0.14758630D+00  -0.20000000D+11  -0.57180727D+00  -0.20000000D+11 1 0
   0.53296606D-02   0.14714700D+00  -0.20000000D+11  -0.57662074D+00  -0.20000000D+11 1 0
   0.53695832D-02   0.14670299D+00  -0.20000000D+11  -0.58144808D+00  -0.20000000D+11 1 0
   0.54095057D-02   0.14625423D+00  -0.20000000D+11  -0.58628953D+00  -0.20000000D+11 1 0
   0.54494283D-02   0.14580068D+00  -0.20000000D+11  -0.59114532D+00  -0.20000000D+11 1 0
   0.54893508D-02   0.14534229D+00  -0.20000000D+11  -0.59601569D+00  -0.20000000D+11 1 0
   0.55292734D-02   0.14487902D+00  -0.20000000D+11  -0.60090090D+00  -0.20000000D+11 1 0
   0.55691959D-02   0.14441082D+00  -0.20000000D+11  -0.60580118D+00  -0.20000000D+11 1 0
   0.56091185D-02   0.14393765D+00  -0.20000000D+11  -0.61071681D+00  -0.20000000D+11 1 0
   0.56490410D-02   0.14345945D+00  -0.20000000D+11  -0.61564804D+00  -0.20000000D+11 1 0
   0.56889636D-02   0.14297618D+00  -0.20000000D+11  -0.62059515D+00  -0.20000000D+11 1 0
   0.57288861D-02   0.14248778D+00  -0.20000000D+11  -0.62555840D+00  -0.20000000D+11 1 0
   0.57688087D-02   0.14199420D+00  -0.20000000D+11  -0.63053809D+00  -0.20000000D+11 1 0
   0.58087313D-02   0.14149538D+00  -0.20000000D+11  -0.63553449D+00  -0.20000000D+11 1 0
   0.58486538D-02   0.14099128D+00  -0.20000000D+11  -0.64054791D+00  -0.20000000D+11 1 0
   0.58885764D-02   0.14048183D+00  -0.20000000D+11  -0.64557865D+00  -0.20000000D+11 1 0
   0.59284989D-02   0.13996698D+00  -0.20000000D+11  -0.65062701D+00  -0.20000000D+11 1 0
   0.59684215D-02   0.13944667D+00  -0.20000000D+11  -0.65569331D+00  -0.20000000D+11 1 0
   0.60083440D-02   0.13892084D+00  -0.20000000D+11  -0.66077788D+00  -0.20000000D+11 1 0
   0.60482666D-02   0.13838942D+00  -0.20000000D+11  -0.66588105D+00  -0.20000000D+11 1 0
   0.60881891D-02   0.13785235D+00  -0.20000000D+11  -0.67100316D+00  -0.20000000D+11 1 0
   0.61281117D-02   0.13730956D+00  -0.20000000D+11  -0.67614455D+00  -0.20000000D+11 1 0
   0.61680342D-02   0.13676099D+00  -0.20000000D+11  -0.68130560D+00  -0.20000000D+11 1 0
   0.62079568D-02   0.13620658D+00  -0.20000000D+11  -0.68648665D+00  -0.20000000D+11 1 0
   0.62478793D-02   0.13564623D+00  -0.20000000D+11  -0.69168810D+00  -0.20000000D+11 1 0
   0.62878019D-02   0.13507990D+00  -0.20000000D+11  -0.69691032D+00  -0.20000000D+11 1 0
   0.63277244D-02   0.13450749D+00  -0.20000000D+11  -0.70215372D+00  -0.20000000D+11 1 0
   0.63676470D-02   0.13392893D+00  -0.20000000D+11  -0.70741871D+00  -0.20000000D+11 1 0
   0.64075695D-02   0.13334415D+00  -0.20000000D+11  -0.71270569D+00  -0.20000000D+11 1 0
   0.64474921D-02   0.13275306D+00  -0.20000000D+11  -0.71801511D+00  -0.20000000D+11 1 0
   0.64874146D-02   0.13215558D+00  -0.20000000D+11  -0.72334740D+00  -0.20000000D+11 1 0
   0.65273372D-02   0.13155162D+00  -0.20000000D+11  -0.72870303D+00  -0.20000000D+11 1 0
   0.65672597D-02   0.13094109D+00  -0.20000000D+11  -0.73408245D+00  -0.20000000D+11 1 0
   0.66071823D-02   0.13032390D+00  -0.20000000D+11  -0.73948615D+00  -0.20000000D+11 1 0
   0.66471048D-02   0.12969997D+00  -0.20000000D+11  -0.74491463D+00  -0.20000000D+11 1 0
   0.66870274D-02   0.12906918D+00  -0.20000000D+11  -0.75036840D+00  -0.20000000D+11 1 0
   0.67269499D-02   0.12843145D+00  -0.20000000D+11  -0.75584798D+00  -0.20000000D+11 1 0
   0.67668725D-02   0.12778666D+00  -0.20000000D+11  -0.76135392D+00  -0.20000000D+11 1 0
   0.68067950D-02   0.12713472D+00  -0.20000000D+11  -0.76688677D+00  -0.20000000D+11 1 0
   0.68467176D-02   0.12647551D+00  -0.20000000D+11  -0.77244712D+00  -0.20000000D+11 1 0
   0.68866401D-02   0.12580893D+00  -0.20000000D+11  -0.77803555D+00  -0.20000000D+11 1 0
   0.69265627D-02   0.12513484D+00  -0.20000000D+11  -0.78365269D+00  -0.20000000D+11 1 0
   0.69664852D-02   0.12445315D+00  -0.20000000D+11  -0.78929916D+00  -0.20000000D+11 1 0
   0.70064078D-02   0.12376371D+00  -0.20000000D+11  -0.79497562D+00  -0.20000000D+11 1 0
   0.70463303D-02   0.12306641D+00  -0.20000000D+11  -0.80068275D+00  -0.20000000D+11 1 0
   0.70862529D-02   0.12236111D+00  -0.20000000D+11  -0.80642125D+00  -0.20000000D+11 1 0
   0.71261754D-02   0.12164767D+00  -0.20000000D+11  -0.81219185D+00  -0.20000000D+11 1 0
   0.71660980D-02   0.12092595D+00  -0.20000000D+11  -0.81799528D+00  -0.20000000D+11 1 0
   0.72060205D-02   0.12019580D+00  -0.20000000D+11  -0.82383234D+00  -0.20000000D+11 1 0
   0.72459431D-02   0.11945708D+00  -0.20000000D+11  -0.82970382D+00  -0.20000000D+11 1 0
   0.72858656D-02   0.11870962D+00  -0.20000000D+11  -0.83561056D+00  -0.20000000D+11 1 0
   0.73257882D-02   0.11795327D+00  -0.20000000D+11  -0.84155343D+00  -0.20000000D+11 1 0
   0.73657107D-02   0.11718784D+00  -0.20000000D+11  -0.84753331D+00  -0.20000000D+11 1 0
   0.74056333D-02   0.11641317D+00  -0.20000000D+11  -0.85355115D+00  -0.20000000D+11 1 0
   0.74455559D-02   0.11562907D+00  -0.20000000D+11  -0.85960791D+00  -0.20000000D+11 1 0
   0.74854784D-02   0.11483535D+00  -0.20000000D+11  -0.86570460D+00  -0.20000000D+11 1 0
   0.75254010D-02   0.11403182D+00  -0.20000000D+11  -0.87184226D+00  -0.20000000D+11 1 0
   0.75653235D-02   0.11321827D+00  -0.20000000D+11  -0.87802199D+00  -0.20000000D+11 1 0
   0.76052461D-02   0.11239449D+00  -0.20000000D+11  -0.88424492D+00  -0.20000000D+11 1 0
   0.76451686D-02   0.11156024D+00  -0.20000000D+11  -0.89051223D+00  -0.20000000D+11 1 0
   0.76850912D-02   0.11071531D+00  -0.20000000D+11  -0.89682516D+00  -0.20000000D+11 1 0
   0.77250137D-02   0.10985945D+00  -0.20000000D+11  -0.90318499D+00  -0.20000000D+11 1 0
   0.77649363D-02   0.10899240D+00  -0.20000000D+11  -0.90959308D+00  -0.20000000D+11 1 0
   0.78048588D-02   0.10811390D+00  -0.20000000D+11  -0.91605082D+00  -0.20000000D+11 1 0
   0.78447814D-02   0.10722368D+00  -0.20000000D+11  -0.92255969D+00  -0.20000000D+11 1 0
   0.78847039D-02   0.10632145D+00  -0.20000000D+11  -0.92912124D+00  -0.20000000D+11 1 0
   0.79246265D-02   0.10540689D+00  -0.20000000D+11  -0.93573706D+00  -0.20000000D+11 1 0
   0.79645490D-02   0.10447971D+00  -0.20000000D+11  -0.94240887D+00  -0.20000000D+11 1 0
   0.80044716D-02   0.10353956D+00  -0.20000000D+11  -0.94913843D+00  -0.20000000D+11 1 0
   0.80443941D-02   0.10258609D+00  -0.20000000D+11  -0.95592762D+00  -0.20000000D+11 1 0
   0.80843167D-02   0.10161893D+00  -0.20000000D+11  -0.96277840D+00  -0.20000000D+11 1 0
   0.81242392D-02   0.10063771D+00  -0.20000000D+11  -0.96969284D+00  -0.20000000D+11 1 0
   0.81641618D-02   0.99642012D-01  -0.20000000D+11  -0.97667312D+00  -0.20000000D+11 1 0
   0.82040843D-02   0.98631405D-01  -0.20000000D+11  -0.98372156D+00  -0.20000000D+11 1 0
   0.82440069D-02   0.97605437D-01  -0.20000000D+11  -0.99084058D+00  -0.20000000D+11 1 0
   0.82839294D-02   0.96563630D-01  -0.20000000D+11  -0.99803276D+00  -0.20000000D+11 1 0
   0.83238520D-02   0.95505476D-01  -0.20000000D+11  -0.10053008D+01  -0.20000000D+11 1 0
   0.83637745D-02   0.94430437D-01  -0.20000000D+11  -0.10126477D+01  -0.20000000D+11 1 0
   0.84036971D-02   0.93337943D-01  -0.20000000D+11  -0.10200764D+01  -0.20000000D+11 1 0
   0.84436196D-02   0.92227386D-01  -0.20000000D+11  -0.10275902D+01  -0.20000000D+11 1 0
   0.84835422D-02   0.91098122D-01  -0.20000000D+11  -0.10351927D+01  -0.20000000D+11 1 0
   0.85234647D-02   0.89949461D-01  -0.20000000D+11  -0.10428875D+01  -0.20000000D+11 1 0
   0.85633873D-02   0.88780668D-01  -0.20000000D+11  -0.10506786D+01  -0.20000000D+11 1 0
   0.86033098D-02   0.87590956D-01  -0.20000000D+11  -0.10585703D+01  -0.20000000D+11 1 0
   0.86432324D-02   0.86379480D-01  -0.20000000D+11  -0.10665672D+01  -0.20000000D+11 1 0
   0.86831549D-02   0.85145334D-01  -0.20000000D+11  -0.10746742D+01  -0.20000000D+11 1 0
   0.87230775D-02   0.83887542D-01  -0.20000000D+11  -0.10828965D+01  -0.20000000D+11 1 0
   0.87630000D-02   0.82605051D-01  -0.20000000D+11  -0.10912400D+01  -0.20000000D+11 1 0
   0.88029226D-02   0.81296719D-01  -0.20000000D+11  -0.10997107D+01  -0.20000000D+11 1 0
   0.88428451D-02   0.79961312D-01  -0.20000000D+11  -0.11083156D+01  -0.20000000D+11 1 0
   0.88827677D-02   0.78597484D-01  -0.20000000D+11  -0.11170618D+01  -0.20000000D+11 1 0
   0.89226902D-02   0.77203770D-01  -0.20000000D+11  -0.11259575D+01  -0.20000000D+11 1 0
   0.89626128D-02   0.75778563D-01  -0.20000000D+11  -0.11350113D+01  -0.20000000D+11 1 0
   0.90025353D-02   0.74320101D-01  -0.20000000D+11  -0.11442331D+01  -0.20000000D+11 1 0
   0.90424579D-02   0.72826443D-01  -0.20000000D+11  -0.11536333D+01  -0.20000000D+11 1 0
   0.90823805D-02   0.71295437D-01  -0.20000000D+11  -0.11632238D+01  -0.20000000D+11 1 0
   0.91223030D-02   0.69724694D-01  -0.20000000D+11  -0.11730177D+01  -0.20000000D+11 1 0
   0.91622256D-02   0.68111546D-01  -0.20000000D+11  -0.11830298D+01  -0.20000000D+11 1 0
   0.92021481D-02   0.66452997D-01  -0.20000000D+11  -0.11932765D+01  -0.20000000D+11 1 0
   0.92420707D-02   0.64745666D-01  -0.20000000D+11  -0.12037765D+01  -0.20000000D+11 1 0
   0.92819932D-02   0.62985710D-01  -0.20000000D+11  -0.12145510D+01  -0.20000000D+11 1 0
   0.93219158D-02   0.61168733D-01  -0.20000000D+11  -0.12256244D+01  -0.20000000D+11 1 0
   0.93618383D-02   0.59289667D-01  -0.20000000D+11  -0.12370246D+01  -0.20000000D+11 1 0
   0.94017609D-02   0.57342618D-01  -0.20000000D+11  -0.12487845D+01  -0.20000000D+11 1 0
   0.94416834D-02   0.55320660D-01  -0.20000000D+11  -0.12609424D+01  -0.20000000D+11 1 0
   0.94816060D-02   0.53215567D-01  -0.20000000D+11  -0.12735441D+01  -0.20000000D+11 1 0
   0.95215285D-02   0.51017440D-01  -0.20000000D+11  -0.12866447D+01  -0.20000000D+11 1 0
   0.95614511D-02   0.48714184D-01  -0.20000000D+11  -0.13003116D+01  -0.20000000D+11 1 0
   0.96013736D-02   0.46290756D-01  -0.20000000D+11  -0.13146289D+01  -0.20000000D+11 1 0
   0.96412962D-02   0.43728051D-01  -0.20000000D+11  -0.13297033D+01  -0.20000000D+11 1 0
   0.96812187D-02   0.41001166D-01  -0.20000000D+11  -0.13456743D+01  -0.20000000D+11 1 0
   0.97211413D-02   0.38076579D-01  -0.20000000D+11  -0.13627298D+01  -0.20000000D+11 1 0
   0.97610638D-02   0.34907283D-01  -0.20000000D+11  -0.13811336D+01  -0.20000000D+11 1 0
   0.98009864D-02   0.31423657D-01  -0.20000000D+11  -0.14012773D+01  -0.20000000D+11 1 0
   0.98409089D-02   0.27514431D-01  -0.20000000D+11  -0.14237874D+01  -0.20000000D+11 1 0
   0.98808315D-02   0.22980150D-01  -0.20000000D+11  -0.14497883D+01  -0.20000000D+11 1 0
   0.99207540D-02   0.17385677D-01  -0.20000000D+11  -0.14817376D+01  -0.20000000D+11 1 0
   0.99606766D-02   0.92372146D-02  -0.20000000D+11  -0.15280849D+01  -0.20000000D+11 1 0
   0.99606766D-02  -0.13058818D-01  -0.20000000D+11  -0.16545938D+01  -0.20000000D+11 1 1
   0.99207540D-02  -0.21191481D-01  -0.20000000D+11  -0.17009466D+01  -0.20000000D+11 1 1
   0.98808315D-02  -0.26770156D-01  -0.20000000D+11  -0.17329012D+01  -0.20000000D+11 1 1
   0.98409089D-02  -0.31288641D-01  -0.20000000D+11  -0.17589075D+01  -0.20000000D+11 1 1
   0.98009864D-02  -0.35182072D-01  -0.20000000D+11  -0.17814228D+01  -0.20000000D+11 1 1
   0.97610638D-02  -0.38649905D-01  -0.20000000D+11  -0.18015718D+01  -0.20000000D+11 1 1
   0.97211413D-02  -0.41803408D-01  -0.20000000D+11  -0.18199810D+01  -0.20000000D+11 1 1
   0.96812187D-02  -0.44712204D-01  -0.20000000D+11  -0.18370417D+01  -0.20000000D+11 1 1
   0.96412962D-02  -0.47423300D-01  -0.20000000D+11  -0.18530179D+01  -0.20000000D+11 1 1
   0.96013736D-02  -0.49970216D-01  -0.20000000D+11  -0.18680976D+01  -0.20000000D+11 1 1
   0.95614511D-02  -0.52377857D-01  -0.20000000D+11  -0.18824200D+01  -0.20000000D+11 1 1
   0.95215285D-02  -0.54665328D-01  -0.20000000D+11  -0.18960922D+01  -0.20000000D+11 1 1
   0.94816060D-02  -0.56847670D-01  -0.20000000D+11  -0.19091979D+01  -0.20000000D+11 1 1
